minsector_id,pred
129367,2.0164005756378174
119855,1.6238270998001099
147404,1.7887752056121826
138775,1.3954708576202393
145679,1.472632646560669
126217,0.8497507572174072
136211,1.8502510786056519
129980,1.7334398031234741
150595,1.0500941276550293
125964,1.5075907707214355
120024,1.5984870195388794
138529,1.7055076360702515
144422,1.4304739236831665
143529,1.3847460746765137
145025,1.4449647665023804
142509,1.6041806936264038
129930,1.9882831573486328
138225,1.845047950744629
143091,1.7043880224227905
121774,1.6892192363739014
161243,1.7875123023986816
144758,1.0501285791397095
257695,1.8122780323028564
144706,1.5166794061660767
141293,1.9906097650527954
124259,1.685102939605713
148764,1.0748326778411865
134637,1.8009177446365356
144909,1.2552233934402466
151771,1.637738585472107
134238,2.0069363117218018
140762,1.656317949295044
139192,1.0682259798049927
144838,1.6485230922698975
140720,1.867742657661438
140365,1.5888280868530273
140582,1.657914161682129
131223,1.8321863412857056
148170,0.49058640003204346
150573,1.1438758373260498
144407,1.5572245121002197
149182,1.611815094947815
241012,1.9406176805496216
123018,1.6790990829467773
137384,1.6363691091537476
134397,2.072746753692627
138140,2.0275657176971436
131294,2.075937032699585
123103,2.129223585128784
147280,1.5688961744308472
149786,2.156996011734009
132641,2.216460704803467
148186,1.2141683101654053
127028,1.4194459915161133
125470,1.6195825338363647
148531,2.1246085166931152
130661,1.7619097232818604
125299,1.7524112462997437
138450,1.5657517910003662
129282,1.810745358467102
138461,1.7814970016479492
150525,1.076696515083313
126845,1.9584635496139526
120093,1.5531108379364014
120087,1.4119454622268677
135149,1.6259099245071411
122840,1.4067052602767944
155220,0.7076492309570312
123948,1.3503977060317993
143324,1.733109712600708
139946,1.7875899076461792
143603,1.59443199634552
148187,1.3262656927108765
126638,2.1096761226654053
120040,1.5197687149047852
135363,2.049177885055542
149194,1.6694629192352295
147266,1.7149038314819336
155232,1.060499906539917
131267,2.2952749729156494
160375,1579.1597900390625
139284,1.490443468093872
129755,2.1173226833343506
154239,1.1173830032348633
120020,1.9477430582046509
157053,0.8645585179328918
148914,0.8071330785751343
157048,0.8755655884742737
142354,1.2804702520370483
144896,1.4108824729919434
123117,1.1065561771392822
160005,2.006993293762207
143288,1.482251763343811
123969,1.7940168380737305
136810,1.5139636993408203
137892,1.671730875968933
137157,1.6881895065307617
126584,1.7978293895721436
137668,1.953358769416809
155136,1.1623563766479492
121078,1.1710453033447266
127565,1.2014302015304565
127824,0.8395717144012451
143124,1.5224590301513672
129543,2.0665335655212402
128024,1.3193031549453735
126012,1.531911849975586
120457,0.9702960848808289
162454,1.138324499130249
120039,1.7946492433547974
126993,2.011749267578125
142572,1.642424464225769
120146,1.1343594789505005
138246,1.8816503286361694
148784,0.7615365982055664
130832,2.1952292919158936
129335,1.6270841360092163
156043,0.8556772470474243
131768,2.470028877258301
122433,1.9319188594818115
127054,1.9277147054672241
136096,1.2450534105300903
145927,1.8899279832839966
151022,1.4791136980056763
132221,2.1679697036743164
123500,1.3459632396697998
145852,1.6426887512207031
125720,1.3717869520187378
133791,1.6114356517791748
138356,1.974242925643921
131810,1.635988473892212
138278,1.8726009130477905
139247,2.4133894443511963
161233,1.3334987163543701
143080,1.5153285264968872
126796,0.9738174676895142
144871,1.731352686882019
140637,1.6193803548812866
126201,2.135770320892334
120953,1.005428433418274
145271,1.4936467409133911
123033,1.3642492294311523
140439,1.6230480670928955
140351,1.6967697143554688
152439,1.616707682609558
132318,1.6646013259887695
136540,1.5135514736175537
158006,1.5422691106796265
143840,1.8773486614227295
144806,1.741930603981018
147534,1.899664044380188
142912,1.528849482536316
138112,2.076669454574585
148756,0.7084292769432068
148583,0.8618177175521851
138767,1.8619825839996338
139893,1.6918543577194214
119546,1.6748206615447998
139437,1.558225154876709
160166,1.3349584341049194
147897,1.2434840202331543
147979,1.8256210088729858
120180,2.1562659740448
140043,1.764997959136963
122289,1.0749388933181763
126847,1.4691768884658813
158657,1.4708839654922485
148899,0.712895929813385
126655,1.8463414907455444
138788,1.422803282737732
147917,1.0937315225601196
124766,1.9871271848678589
129207,2.154911994934082
144849,1.8665194511413574
138176,1.8455097675323486
128053,0.8018431663513184
119953,1.9460793733596802
122819,2.0274760723114014
130784,2.0728182792663574
155516,1.9887229204177856
161425,1.352617859840393
134507,2.1186866760253906
146154,1.8030208349227905
127949,1.804136037826538
244246,1.0775948762893677
134187,2.2115235328674316
139977,1.7347584962844849
159581,1.3643747568130493
124095,1.5565940141677856
157572,0.921726405620575
135251,1.8731281757354736
141340,1.7981106042861938
123241,1.7285115718841553
139189,1.6314971446990967
126300,1.2809288501739502
138947,1.3013237714767456
151438,0.7997934818267822
135377,3.225189208984375
134505,2.0934576988220215
154054,1.4652718305587769
141281,1.4440699815750122
144478,1.0044445991516113
129652,2.0476510524749756
142217,1.1417808532714844
120950,2.3903450965881348
147919,1.0293285846710205
134886,1.862786054611206
