arc_id,pred
119,0.7374843955039978
119452,0.04598531499505043
119463,0.21218155324459076
119464,0.29104045033454895
119468,0.18791943788528442
119469,0.15441879630088806
119470,0.17998147010803223
119472,0.3855208456516266
119473,0.2224593162536621
119474,0.47253337502479553
119474,0.47253337502479553
119474,0.47253337502479553
119475,0.3435286581516266
119475,0.361248642206192
119476,0.025489207357168198
119477,0.6289611458778381
119477,0.621359646320343
119477,0.6289611458778381
119477,0.6289611458778381
119478,0.6248546838760376
119479,0.5168501138687134
119480,0.600166380405426
119482,0.3864915072917938
119483,0.4234048128128052
119484,0.22314856946468353
119485,0.3483041226863861
119486,0.28644853830337524
119487,0.1725378930568695
119488,0.3387165069580078
119489,0.358185738325119
119491,0.18305251002311707
119492,0.1927725374698639
119493,0.18128447234630585
119493,0.19517190754413605
119494,0.77366042137146
119496,0.22955936193466187
119497,0.23846983909606934
119500,0.4699780344963074
119500,0.4699780344963074
119500,0.4699780344963074
119501,0.5497708916664124
119502,0.6379548907279968
119503,0.6437526345252991
119504,0.6172281503677368
119505,0.6819707751274109
119506,0.3865782916545868
119507,0.4011634886264801
119508,0.2387288212776184
119509,0.2823805809020996
119510,0.5725129842758179
119510,0.5725129842758179
119510,0.5725129842758179
119510,0.5725129842758179
119511,0.5773516893386841
119511,0.5773516893386841
119511,0.5773516893386841
119511,0.5773516893386841
119511,0.5773516893386841
119512,0.7222036719322205
119513,0.56625896692276
119513,0.56625896692276
119514,0.5572413206100464
119515,0.24438878893852234
119516,0.2401520162820816
119517,0.6206632256507874
119518,0.6882094740867615
119518,0.7154816389083862
119519,0.19451530277729034
119519,0.19451530277729034
119520,0.5617371201515198
119521,0.4547993242740631
119522,0.43139398097991943
119522,0.5227541923522949
119522,0.43139398097991943
119522,0.43139398097991943
119522,0.43139398097991943
119522,0.43139398097991943
119522,0.43139398097991943
119522,0.43139398097991943
119522,0.43139398097991943
119522,0.43139398097991943
119522,0.43139398097991943
119523,0.25773462653160095
119524,0.06416657567024231
119525,0.5624808669090271
119526,0.7318127751350403
119526,0.7318127751350403
119528,0.516197681427002
119529,0.6068775653839111
119529,0.6068775653839111
119530,0.4362974762916565
119531,0.5822259783744812
119532,0.31810325384140015
119533,0.29554376006126404
119534,0.24952685832977295
119534,0.24952685832977295
119534,0.24952685832977295
119534,0.24952685832977295
119534,0.24952685832977295
119534,0.3088812828063965
119534,0.24952685832977295
119534,0.24952685832977295
119534,0.24952685832977295
119534,0.24952685832977295
119534,0.24952685832977295
119534,0.24952685832977295
119534,0.24952685832977295
119535,0.17778024077415466
119536,0.35010096430778503
119537,0.5523723363876343
119538,0.6174538135528564
119539,0.7100595235824585
119540,0.6627951264381409
119540,0.6627951264381409
119540,0.6627951264381409
119540,0.6627951264381409
119540,0.6627951264381409
119540,0.6627951264381409
119541,0.4949447214603424
119542,0.38966062664985657
119543,0.6075602173805237
119544,0.5747496485710144
119544,0.5747496485710144
119544,0.5747496485710144
119545,0.7029232978820801
119546,0.6717327833175659
119547,0.5908239483833313
119548,0.5925372838973999
119548,0.579375684261322
119548,0.5793668031692505
119550,0.4637469947338104
119551,0.558932363986969
119551,0.5704622268676758
119551,0.558932363986969
119551,0.5704622268676758
119551,0.551433265209198
119551,0.551472008228302
119551,0.5618886947631836
119551,0.551472008228302
119551,0.5618886947631836
119551,0.551433265209198
119552,0.49861446022987366
119553,0.6294273138046265
119554,0.707770049571991
119554,0.707770049571991
119554,0.707770049571991
119555,0.6569986939430237
119557,0.749353289604187
119557,0.749353289604187
119557,0.749353289604187
